13,105
13,106
13,107
13,108
13,109
13,110
13,111
13,112
13,113
13,114
13,115
13,116
13,117
13,118
13,119
13,120
13,121
13,122
13,123
13,124
13,125
13,126
13,127
13,128
13,129
13,130
13,131
13,132
13,133
13,134
13,135
13,136
13,137
13,138
13,139
29,105
29,106
29,107
29,108
29,109
29,110
29,111
29,112
29,113
29,114
29,115
29,116
29,117
29,118
29,119
29,120
29,121
29,122
29,123
29,124
29,125
29,126
29,127
29,128
29,129
29,130
29,131
29,132
29,133
29,134
29,135
29,136
29,137
29,138
29,139
45,105
45,106
45,107
45,108
45,109
45,110
45,111
45,112
45,113
45,114
45,115
45,116
45,117
45,118
45,119
45,120
45,121
45,122
45,123
45,124
45,125
45,126
45,127
45,128
45,129
45,130
45,131
45,132
45,133
45,134
45,135
45,136
45,137
45,138
45,139
61,105
61,106
61,107
61,108
61,109
61,110
61,111
61,112
61,113
61,114
61,115
61,116
61,117
61,118
61,119
61,120
61,121
61,122
61,123
61,124
61,125
61,126
61,127
61,128
61,129
61,130
61,131
61,132
61,133
61,134
61,135
61,136
61,137
61,138
61,139
77,105
77,106
77,107
77,108
77,109
77,110
77,111
77,112
77,113
77,114
77,115
77,116
77,117
77,118
77,119
77,120
77,121
77,122
77,123
77,124
77,125
77,126
77,127
77,128
77,129
77,130
77,131
77,132
77,133
77,134
77,135
77,136
77,137
77,138
77,139
102,105
102,106
102,107
102,108
102,109
102,110
102,111
102,112
102,113
102,114
102,115
102,116
102,117
102,118
102,119
102,120
102,121
102,122
102,123
102,124
102,125
102,126
102,127
102,128
102,129
102,130
102,131
102,132
102,133
102,134
102,135
102,136
102,137
102,138
102,139
118,105
118,106
118,107
118,108
118,109
118,110
118,111
118,112
118,113
118,114
118,115
118,116
118,117
118,118
118,119
118,120
118,121
118,122
118,123
118,124
118,125
118,126
118,127
118,128
118,129
118,130
118,131
118,132
118,133
118,134
118,135
118,136
118,137
118,138
118,139
134,105
134,106
134,107
134,108
134,109
134,110
134,111
134,112
134,113
134,114
134,115
134,116
134,117
134,118
134,119
134,120
134,121
134,122
134,123
134,124
134,125
134,126
134,127
134,128
134,129
134,130
134,131
134,132
134,133
134,134
134,135
134,136
134,137
134,138
134,139
150,105
150,106
150,107
150,108
150,109
150,110
150,111
150,112
150,113
150,114
150,115
150,116
150,117
150,118
150,119
150,120
150,121
150,122
150,123
150,124
150,125
150,126
150,127
150,128
150,129
150,130
150,131
150,132
150,133
150,134
150,135
150,136
150,137
150,138
150,139
166,105
166,106
166,107
166,108
166,109
166,110
166,111
166,112
166,113
166,114
166,115
166,116
166,117
166,118
166,119
166,120
166,121
166,122
166,123
166,124
166,125
166,126
166,127
166,128
166,129
166,130
166,131
166,132
166,133
166,134
166,135
166,136
166,137
166,138
166,139
182,105
182,106
182,107
182,108
182,109
182,110
182,111
182,112
182,113
182,114
182,115
182,116
182,117
182,118
182,119
182,120
182,121
182,122
182,123
182,124
182,125
182,126
182,127
182,128
182,129
182,130
182,131
182,132
182,133
182,134
182,135
182,136
182,137
182,138
182,139
198,105
198,106
198,107
198,108
198,109
198,110
198,111
198,112
198,113
198,114
198,115
198,116
198,117
198,118
198,119
198,120
198,121
198,122
198,123
198,124
198,125
198,126
198,127
198,128
198,129
198,130
198,131
198,132
198,133
198,134
198,135
198,136
198,137
198,138
198,139
214,105
214,106
214,107
214,108
214,109
214,110
214,111
214,112
214,113
214,114
214,115
214,116
214,117
214,118
214,119
214,120
214,121
214,122
214,123
214,124
214,125
214,126
214,127
214,128
214,129
214,130
214,131
214,132
214,133
214,134
214,135
214,136
214,137
214,138
214,139
230,105
230,106
230,107
230,108
230,109
230,110
230,111
230,112
230,113
230,114
230,115
230,116
230,117
230,118
230,119
230,120
230,121
230,122
230,123
230,124
230,125
230,126
230,127
230,128
230,129
230,130
230,131
230,132
230,133
230,134
230,135
230,136
230,137
230,138
230,139
4,105
4,106
4,107
4,108
4,109
4,110
4,111
4,112
4,113
4,114
4,115
4,116
4,117
4,118
4,119
4,120
4,121
4,122
4,123
4,124
4,125
4,126
4,127
4,128
4,129
4,130
4,131
4,132
4,133
4,134
4,135
4,136
4,137
4,138
4,139
20,105
20,106
20,107
20,108
20,109
20,110
20,111
20,112
20,113
20,114
20,115
20,116
20,117
20,118
20,119
20,120
20,121
20,122
20,123
20,124
20,125
20,126
20,127
20,128
20,129
20,130
20,131
20,132
20,133
20,134
20,135
20,136
20,137
20,138
20,139
36,105
36,106
36,107
36,108
36,109
36,110
36,111
36,112
36,113
36,114
36,115
36,116
36,117
36,118
36,119
36,120
36,121
36,122
36,123
36,124
36,125
36,126
36,127
36,128
36,129
36,130
36,131
36,132
36,133
36,134
36,135
36,136
36,137
36,138
36,139
52,105
52,106
52,107
52,108
52,109
52,110
52,111
52,112
52,113
52,114
52,115
52,116
52,117
52,118
52,119
52,120
52,121
52,122
52,123
52,124
52,125
52,126
52,127
52,128
52,129
52,130
52,131
52,132
52,133
52,134
52,135
52,136
52,137
52,138
52,139
68,105
68,106
68,107
68,108
68,109
68,110
68,111
68,112
68,113
68,114
68,115
68,116
68,117
68,118
68,119
68,120
68,121
68,122
68,123
68,124
68,125
68,126
68,127
68,128
68,129
68,130
68,131
68,132
68,133
68,134
68,135
68,136
68,137
68,138
68,139
84,105
84,106
84,107
84,108
84,109
84,110
84,111
84,112
84,113
84,114
84,115
84,116
84,117
84,118
84,119
84,120
84,121
84,122
84,123
84,124
84,125
84,126
84,127
84,128
84,129
84,130
84,131
84,132
84,133
84,134
84,135
84,136
84,137
84,138
84,139
93,105
93,106
93,107
93,108
93,109
93,110
93,111
93,112
93,113
93,114
93,115
93,116
93,117
93,118
93,119
93,120
93,121
93,122
93,123
93,124
93,125
93,126
93,127
93,128
93,129
93,130
93,131
93,132
93,133
93,134
93,135
93,136
93,137
93,138
93,139
109,105
109,106
109,107
109,108
109,109
109,110
109,111
109,112
109,113
109,114
109,115
109,116
109,117
109,118
109,119
109,120
109,121
109,122
109,123
109,124
109,125
109,126
109,127
109,128
109,129
109,130
109,131
109,132
109,133
109,134
109,135
109,136
109,137
109,138
109,139
125,105
125,106
125,107
125,108
125,109
125,110
125,111
125,112
125,113
125,114
125,115
125,116
125,117
125,118
125,119
125,120
125,121
125,122
125,123
125,124
125,125
125,126
125,127
125,128
125,129
125,130
125,131
125,132
125,133
125,134
125,135
125,136
125,137
125,138
125,139
141,105
141,106
141,107
141,108
141,109
141,110
141,111
141,112
141,113
141,114
141,115
141,116
141,117
141,118
141,119
141,120
141,121
141,122
141,123
141,124
141,125
141,126
141,127
141,128
141,129
141,130
141,131
141,132
141,133
141,134
141,135
141,136
141,137
141,138
141,139
157,105
157,106
157,107
157,108
157,109
157,110
157,111
157,112
157,113
157,114
157,115
157,116
157,117
157,118
157,119
157,120
157,121
157,122
157,123
157,124
157,125
157,126
157,127
157,128
157,129
157,130
157,131
157,132
157,133
157,134
157,135
157,136
157,137
157,138
157,139
173,105
173,106
173,107
173,108
173,109
173,110
173,111
173,112
173,113
173,114
173,115
173,116
173,117
173,118
173,119
173,120
173,121
173,122
173,123
173,124
173,125
173,126
173,127
173,128
173,129
173,130
173,131
173,132
173,133
173,134
173,135
173,136
173,137
173,138
173,139
189,105
189,106
189,107
189,108
189,109
189,110
189,111
189,112
189,113
189,114
189,115
189,116
189,117
189,118
189,119
189,120
189,121
189,122
189,123
189,124
189,125
189,126
189,127
189,128
189,129
189,130
189,131
189,132
189,133
189,134
189,135
189,136
189,137
189,138
189,139
205,105
205,106
205,107
205,108
205,109
205,110
205,111
205,112
205,113
205,114
205,115
205,116
205,117
205,118
205,119
205,120
205,121
205,122
205,123
205,124
205,125
205,126
205,127
205,128
205,129
205,130
205,131
205,132
205,133
205,134
205,135
205,136
205,137
205,138
205,139
221,105
221,106
221,107
221,108
221,109
221,110
221,111
221,112
221,113
221,114
221,115
221,116
221,117
221,118
221,119
221,120
221,121
221,122
221,123
221,124
221,125
221,126
221,127
221,128
221,129
221,130
221,131
221,132
221,133
221,134
221,135
221,136
221,137
221,138
221,139
11,105
11,106
11,107
11,108
11,109
11,110
11,111
11,112
11,113
11,114
11,115
11,116
11,117
11,118
11,119
11,120
11,121
11,122
11,123
11,124
11,125
11,126
11,127
11,128
11,129
11,130
11,131
11,132
11,133
11,134
11,135
11,136
11,137
11,138
11,139
27,105
27,106
27,107
27,108
27,109
27,110
27,111
27,112
27,113
27,114
27,115
27,116
27,117
27,118
27,119
27,120
27,121
27,122
27,123
27,124
27,125
27,126
27,127
27,128
27,129
27,130
27,131
27,132
27,133
27,134
27,135
27,136
27,137
27,138
27,139
43,105
43,106
43,107
43,108
43,109
43,110
43,111
43,112
43,113
43,114
43,115
43,116
43,117
43,118
43,119
43,120
43,121
43,122
43,123
43,124
43,125
43,126
43,127
43,128
43,129
43,130
43,131
43,132
43,133
43,134
43,135
43,136
43,137
43,138
43,139
59,105
59,106
59,107
59,108
59,109
59,110
59,111
59,112
59,113
59,114
59,115
59,116
59,117
59,118
59,119
59,120
59,121
59,122
59,123
59,124
59,125
59,126
59,127
59,128
59,129
59,130
59,131
59,132
59,133
59,134
59,135
59,136
59,137
59,138
59,139
75,105
75,106
75,107
75,108
75,109
75,110
75,111
75,112
75,113
75,114
75,115
75,116
75,117
75,118
75,119
75,120
75,121
75,122
75,123
75,124
75,125
75,126
75,127
75,128
75,129
75,130
75,131
75,132
75,133
75,134
75,135
75,136
75,137
75,138
75,139
100,105
100,106
100,107
100,108
100,109
100,110
100,111
100,112
100,113
100,114
100,115
100,116
100,117
100,118
100,119
100,120
100,121
100,122
100,123
100,124
100,125
100,126
100,127
100,128
100,129
100,130
100,131
100,132
100,133
100,134
100,135
100,136
100,137
100,138
100,139
116,105
116,106
116,107
116,108
116,109
116,110
116,111
116,112
116,113
116,114
116,115
116,116
116,117
116,118
116,119
116,120
116,121
116,122
116,123
116,124
116,125
116,126
116,127
116,128
116,129
116,130
116,131
116,132
116,133
116,134
116,135
116,136
116,137
116,138
116,139
132,105
132,106
132,107
132,108
132,109
132,110
132,111
132,112
132,113
132,114
132,115
132,116
132,117
132,118
132,119
132,120
132,121
132,122
132,123
132,124
132,125
132,126
132,127
132,128
132,129
132,130
132,131
132,132
132,133
132,134
132,135
132,136
132,137
132,138
132,139
148,105
148,106
148,107
148,108
148,109
148,110
148,111
148,112
148,113
148,114
148,115
148,116
148,117
148,118
148,119
148,120
148,121
148,122
148,123
148,124
148,125
148,126
148,127
148,128
148,129
148,130
148,131
148,132
148,133
148,134
148,135
148,136
148,137
148,138
148,139
164,105
164,106
164,107
164,108
164,109
164,110
164,111
164,112
164,113
164,114
164,115
164,116
164,117
164,118
164,119
164,120
164,121
